ticket_id,subject,type,source,status,priority,agent,group,created_at,resolved_at,resolution_hours,sla_breached,csat_score,tags,month,day_of_week
TKT-0327,App crashing on mobile,Question,Email,Resolved,High,Emeka C.,Billing,2024-04-17 13:44:00,2024-04-18 01:44:00,12.0,False,5.0,upgrade,2024-04,Wednesday
TKT-0328,App crashing on mobile,Feature Request,Portal,Pending,Medium,Emeka C.,Customer Success,2025-03-14 12:12:00,,,False,,login,2025-03,Friday
TKT-0329,Integration not working,Feature Request,Chat,Open,Medium,Emeka C.,Customer Success,2024-07-22 03:44:00,,,True,,email,2024-07,Monday
TKT-0330,App crashing on mobile,Feature Request,Chat,Resolved,Low,Emeka C.,IT Helpdesk,2024-06-25 00:26:00,2024-07-01 11:26:00,155.0,False,5.0,report,2024-06,Tuesday
TKT-0331,Feature not available on plan,Incident,Email,Closed,High,Oluwatosin A.,Billing,2025-03-31 02:24:00,2025-03-31 11:24:00,9.0,False,4.0,api,2025-03,Monday
TKT-0332,Data export failing,Incident,Portal,Resolved,High,Chisom B.,Billing,2024-04-26 10:20:00,2024-04-26 22:20:00,12.0,False,5.0,login,2024-04,Friday
TKT-0333,Billing charge incorrect,Incident,Social Media,Open,High,Oluwatosin A.,Technical Support,2024-03-05 23:15:00,,,True,,upgrade,2024-03,Tuesday
TKT-0334,Request for account upgrade,Feature Request,Portal,Pending,High,Chisom B.,Billing,2024-09-25 02:06:00,,,True,,bug,2024-09,Wednesday
TKT-0335,Integration not working,Question,Social Media,Resolved,High,Chisom B.,IT Helpdesk,2024-01-15 01:42:00,2024-01-15 19:42:00,18.0,False,5.0,upgrade,2024-01,Monday
TKT-0336,Email notifications not working,Feature Request,Portal,Resolved,High,Emeka C.,Billing,2024-09-25 20:40:00,2024-09-26 17:40:00,21.0,False,4.0,email,2024-09,Wednesday
TKT-0337,Two factor authentication issue,Incident,Chat,Resolved,Medium,Oluwatosin A.,IT Helpdesk,2024-01-06 00:33:00,2024-01-08 10:33:00,58.0,False,4.0,email,2024-01,Saturday
TKT-0338,Request for account upgrade,Question,Portal,Resolved,Low,Fatima D.,Billing,2024-11-01 07:50:00,2024-11-06 14:50:00,127.0,False,4.0,email,2024-11,Friday
TKT-0339,Slow loading dashboard,Question,Email,Resolved,Medium,Chisom B.,Billing,2024-02-10 13:40:00,2024-02-13 12:40:00,71.0,False,3.0,email,2024-02,Saturday
TKT-0340,Cannot login to account,Problem,Phone,Resolved,Urgent,Oluwatosin A.,Customer Success,2024-02-26 20:29:00,2024-02-27 00:29:00,4.0,False,2.0,email,2024-02,Monday
TKT-0341,Password reset not received,Incident,Chat,Pending,Low,Fatima D.,Customer Success,2024-03-05 22:28:00,,,True,,report,2024-03,Tuesday
TKT-0342,App crashing on mobile,Question,Chat,Pending,Low,Fatima D.,Technical Support,2024-12-22 01:21:00,,,False,,billing,2024-12,Sunday
TKT-0343,Data export failing,Question,Portal,Closed,Urgent,Fatima D.,Customer Success,2025-05-13 22:15:00,2025-05-14 00:15:00,2.0,False,1.0,api,2025-05,Tuesday
TKT-0344,Password reset not received,Problem,Phone,Open,Low,Oluwatosin A.,Billing,2024-03-22 20:46:00,,,True,,upgrade,2024-03,Friday
TKT-0345,Invoice not generated,Question,Chat,Open,High,Oluwatosin A.,Billing,2024-06-15 00:10:00,,,False,,bug,2024-06,Saturday
TKT-0346,App crashing on mobile,Incident,Phone,Open,High,Emeka C.,Customer Success,2024-09-12 02:43:00,,,True,,report,2024-09,Thursday
TKT-0347,Data export failing,Feature Request,Social Media,Resolved,Urgent,Fatima D.,Billing,2025-01-10 06:01:00,2025-01-10 08:01:00,2.0,False,4.0,bug,2025-01,Friday
TKT-0348,Email notifications not working,Feature Request,Social Media,Resolved,Urgent,Emeka C.,IT Helpdesk,2024-10-05 11:20:00,2024-10-05 13:20:00,2.0,False,4.0,login,2024-10,Saturday
TKT-0349,Password reset not received,Problem,Social Media,Pending,Urgent,Fatima D.,Billing,2025-02-01 20:32:00,,,True,,report,2025-02,Saturday
TKT-0350,Data export failing,Problem,Email,Resolved,High,Chisom B.,Billing,2025-01-27 17:09:00,2025-01-28 17:09:00,24.0,False,1.0,login,2025-01,Monday
TKT-0351,Data export failing,Feature Request,Email,Open,Medium,Emeka C.,Billing,2024-04-13 03:31:00,,,False,,billing,2024-04,Saturday
TKT-0352,API rate limit exceeded,Feature Request,Email,Open,Urgent,Kelechi E.,Customer Success,2024-01-07 06:41:00,,,False,,login,2024-01,Sunday
TKT-0353,Data export failing,Incident,Phone,Open,High,Chisom B.,Billing,2025-01-10 02:53:00,,,True,,bug,2025-01,Friday
TKT-0354,Report download failing,Problem,Phone,Open,Urgent,Chisom B.,IT Helpdesk,2024-10-12 23:35:00,,,False,,api,2024-10,Saturday
TKT-0355,Two factor authentication issue,Incident,Chat,Resolved,Urgent,Kelechi E.,Billing,2024-12-02 05:34:00,2024-12-02 08:34:00,3.0,False,4.0,mobile,2024-12,Monday
TKT-0356,Email notifications not working,Problem,Social Media,Resolved,High,Chisom B.,Customer Success,2024-07-11 17:59:00,2024-07-12 11:59:00,18.0,False,1.0,login,2024-07,Thursday
TKT-0357,Billing charge incorrect,Problem,Portal,Open,High,Emeka C.,Billing,2024-06-02 07:13:00,,,True,,bug,2024-06,Sunday
TKT-0358,Account suspended incorrectly,Question,Email,Pending,Medium,Emeka C.,IT Helpdesk,2024-05-15 11:56:00,,,False,,bug,2024-05,Wednesday
TKT-0359,Report download failing,Feature Request,Chat,Resolved,Low,Fatima D.,IT Helpdesk,2024-09-06 22:44:00,2024-09-10 08:44:00,82.0,False,1.0,billing,2024-09,Friday
TKT-0360,Data export failing,Question,Chat,Closed,Low,Kelechi E.,Billing,2025-03-21 07:47:00,2025-03-24 12:47:00,77.0,False,3.0,bug,2025-03,Friday
TKT-0361,App crashing on mobile,Question,Chat,Closed,Urgent,Oluwatosin A.,IT Helpdesk,2024-01-26 21:46:00,2024-01-26 22:46:00,1.0,False,4.0,login,2024-01,Friday
TKT-0362,Data export failing,Question,Portal,Closed,Low,Fatima D.,Billing,2024-10-07 12:16:00,2024-10-11 05:16:00,89.0,False,4.0,mobile,2024-10,Monday
TKT-0363,Password reset not received,Feature Request,Phone,Resolved,Urgent,Emeka C.,Customer Success,2024-05-04 02:17:00,2024-05-04 03:17:00,1.0,False,4.0,login,2024-05,Saturday
TKT-0364,Feature not available on plan,Feature Request,Phone,Closed,High,Oluwatosin A.,Technical Support,2025-01-29 09:10:00,2025-01-30 03:10:00,18.0,False,2.0,login,2025-01,Wednesday
TKT-0365,Integration not working,Incident,Email,Resolved,Medium,Emeka C.,Billing,2024-05-04 19:59:00,2024-05-07 15:59:00,68.0,False,3.0,mobile,2024-05,Saturday
TKT-0366,Cannot login to account,Feature Request,Phone,Closed,High,Oluwatosin A.,Customer Success,2024-04-14 17:33:00,2024-04-14 21:33:00,4.0,False,5.0,mobile,2024-04,Sunday
TKT-0367,Feature not available on plan,Feature Request,Chat,Open,High,Oluwatosin A.,Technical Support,2025-02-08 22:39:00,,,False,,email,2025-02,Saturday
TKT-0368,Billing charge incorrect,Question,Phone,Closed,Medium,Kelechi E.,IT Helpdesk,2025-03-20 20:24:00,2025-03-23 03:24:00,55.0,False,5.0,login,2025-03,Thursday
TKT-0369,Password reset not received,Feature Request,Chat,Resolved,High,Emeka C.,Billing,2024-01-21 07:59:00,2024-01-21 23:59:00,16.0,False,1.0,email,2024-01,Sunday
TKT-0370,Password reset not received,Incident,Phone,Closed,High,Oluwatosin A.,IT Helpdesk,2025-02-19 01:40:00,2025-02-19 22:40:00,21.0,False,2.0,mobile,2025-02,Wednesday
TKT-0371,App crashing on mobile,Question,Phone,Closed,Medium,Kelechi E.,Billing,2024-08-01 07:36:00,2024-08-03 04:36:00,45.0,False,5.0,bug,2024-08,Thursday
TKT-0372,Billing charge incorrect,Problem,Phone,Closed,Medium,Emeka C.,Billing,2024-06-07 22:45:00,2024-06-10 10:45:00,60.0,False,3.0,login,2024-06,Friday
TKT-0373,App crashing on mobile,Question,Email,Closed,Urgent,Chisom B.,Billing,2025-01-26 10:56:00,2025-01-26 13:56:00,3.0,False,3.0,login,2025-01,Sunday
TKT-0374,Billing charge incorrect,Incident,Phone,Pending,High,Kelechi E.,IT Helpdesk,2025-01-25 19:39:00,,,False,,api,2025-01,Saturday
TKT-0375,Two factor authentication issue,Problem,Chat,Pending,Urgent,Fatima D.,Billing,2024-04-04 12:31:00,,,False,,mobile,2024-04,Thursday
TKT-0376,Slow loading dashboard,Problem,Social Media,Closed,Medium,Fatima D.,Customer Success,2025-01-22 06:04:00,2025-01-24 11:04:00,53.0,False,4.0,upgrade,2025-01,Wednesday
TKT-0377,Invoice not generated,Problem,Social Media,Open,Low,Fatima D.,Technical Support,2024-11-09 23:36:00,,,False,,mobile,2024-11,Saturday
TKT-0378,Report download failing,Problem,Social Media,Resolved,High,Chisom B.,IT Helpdesk,2024-05-29 14:25:00,2024-05-29 23:25:00,9.0,False,5.0,report,2024-05,Wednesday
TKT-0379,Cannot login to account,Question,Portal,Pending,Low,Kelechi E.,Billing,2024-02-16 23:32:00,,,False,,report,2024-02,Friday
TKT-0380,Billing charge incorrect,Incident,Social Media,Open,Medium,Kelechi E.,Billing,2024-02-16 08:20:00,,,False,,upgrade,2024-02,Friday
TKT-0381,Slow loading dashboard,Feature Request,Chat,Resolved,Medium,Fatima D.,Customer Success,2024-10-08 12:02:00,2024-10-09 21:02:00,33.0,False,1.0,bug,2024-10,Tuesday
TKT-0382,Two factor authentication issue,Problem,Social Media,Resolved,Low,Fatima D.,Billing,2024-03-01 04:12:00,2024-03-06 19:12:00,135.0,False,5.0,mobile,2024-03,Friday
TKT-0383,Request for account upgrade,Feature Request,Social Media,Closed,Urgent,Kelechi E.,Billing,2024-10-28 21:30:00,2024-10-29 01:30:00,4.0,False,1.0,login,2024-10,Monday
TKT-0384,Password reset not received,Problem,Email,Open,High,Oluwatosin A.,IT Helpdesk,2024-04-04 04:03:00,,,False,,bug,2024-04,Thursday
TKT-0385,Password reset not received,Incident,Email,Closed,Medium,Fatima D.,Technical Support,2024-03-23 21:18:00,2024-03-25 02:18:00,29.0,False,3.0,email,2024-03,Saturday
TKT-0386,Account suspended incorrectly,Problem,Email,Resolved,High,Kelechi E.,Technical Support,2024-08-29 04:07:00,2024-08-30 00:07:00,20.0,False,2.0,report,2024-08,Thursday
TKT-0387,Password reset not received,Question,Social Media,Closed,High,Kelechi E.,IT Helpdesk,2025-01-05 22:38:00,2025-01-06 10:38:00,12.0,False,5.0,report,2025-01,Sunday
TKT-0388,Feature not available on plan,Problem,Phone,Resolved,Medium,Kelechi E.,IT Helpdesk,2024-09-09 05:56:00,2024-09-10 12:56:00,31.0,False,4.0,upgrade,2024-09,Monday
TKT-0389,Email notifications not working,Feature Request,Email,Open,Medium,Oluwatosin A.,Customer Success,2024-01-24 10:22:00,,,False,,api,2024-01,Wednesday
TKT-0390,Report download failing,Incident,Email,Pending,Low,Chisom B.,IT Helpdesk,2024-07-21 23:36:00,,,False,,bug,2024-07,Sunday
TKT-0391,Invoice not generated,Feature Request,Social Media,Closed,High,Kelechi E.,Technical Support,2024-11-17 14:57:00,2024-11-17 19:57:00,5.0,False,5.0,mobile,2024-11,Sunday
TKT-0392,Feature not available on plan,Question,Social Media,Open,High,Kelechi E.,IT Helpdesk,2024-10-22 21:21:00,,,False,,bug,2024-10,Tuesday
TKT-0393,Report download failing,Question,Chat,Resolved,High,Fatima D.,Customer Success,2024-10-31 03:55:00,2024-10-31 15:55:00,12.0,False,4.0,mobile,2024-10,Thursday
TKT-0394,Cannot login to account,Incident,Social Media,Resolved,Low,Chisom B.,Billing,2024-09-25 09:11:00,2024-09-30 17:11:00,128.0,False,5.0,api,2024-09,Wednesday
TKT-0395,Request for account upgrade,Problem,Portal,Resolved,High,Fatima D.,Technical Support,2025-04-17 15:46:00,2025-04-17 22:46:00,7.0,False,2.0,login,2025-04,Thursday
TKT-0396,Cannot login to account,Feature Request,Phone,Resolved,Low,Emeka C.,Billing,2024-06-08 01:43:00,2024-06-13 19:43:00,138.0,False,3.0,mobile,2024-06,Saturday
TKT-0397,Billing charge incorrect,Problem,Social Media,Closed,High,Kelechi E.,Technical Support,2024-05-26 08:34:00,2024-05-26 20:34:00,12.0,False,3.0,mobile,2024-05,Sunday
TKT-0398,Billing charge incorrect,Feature Request,Social Media,Resolved,High,Emeka C.,IT Helpdesk,2024-10-04 11:35:00,2024-10-05 00:35:00,13.0,False,2.0,login,2024-10,Friday
TKT-0399,App crashing on mobile,Incident,Social Media,Open,Low,Emeka C.,Customer Success,2024-03-07 00:30:00,,,False,,api,2024-03,Thursday
TKT-0400,Integration not working,Feature Request,Portal,Closed,Low,Fatima D.,Billing,2025-02-22 06:45:00,2025-02-27 17:45:00,131.0,False,1.0,mobile,2025-02,Saturday
TKT-0401,Cannot login to account,Problem,Portal,Closed,High,Oluwatosin A.,Customer Success,2024-03-14 19:16:00,2024-03-15 09:16:00,14.0,False,4.0,report,2024-03,Thursday
TKT-0402,Data export failing,Problem,Chat,Pending,High,Kelechi E.,IT Helpdesk,2024-08-24 05:18:00,,,False,,upgrade,2024-08,Saturday
TKT-0403,API rate limit exceeded,Incident,Portal,Pending,Medium,Kelechi E.,Customer Success,2024-10-29 13:15:00,,,True,,mobile,2024-10,Tuesday
TKT-0404,Data export failing,Problem,Portal,Closed,Low,Chisom B.,Customer Success,2024-03-29 21:42:00,2024-04-04 08:42:00,131.0,False,3.0,upgrade,2024-03,Friday
TKT-0405,Request for account upgrade,Question,Social Media,Resolved,Urgent,Oluwatosin A.,Billing,2024-02-05 19:06:00,2024-02-05 23:06:00,4.0,False,1.0,bug,2024-02,Monday
TKT-0406,Account suspended incorrectly,Feature Request,Portal,Closed,Urgent,Emeka C.,Technical Support,2024-08-19 17:18:00,2024-08-19 19:18:00,2.0,False,3.0,login,2024-08,Monday
TKT-0407,Invoice not generated,Feature Request,Email,Resolved,Medium,Emeka C.,Technical Support,2024-11-09 16:25:00,2024-11-12 03:25:00,59.0,False,1.0,mobile,2024-11,Saturday
TKT-0408,Request for account upgrade,Question,Portal,Resolved,Urgent,Chisom B.,Billing,2024-08-09 22:37:00,2024-08-10 02:37:00,4.0,False,5.0,upgrade,2024-08,Friday
TKT-0409,Feature not available on plan,Problem,Phone,Pending,Urgent,Fatima D.,IT Helpdesk,2025-03-07 11:53:00,,,True,,bug,2025-03,Friday
TKT-0410,Slow loading dashboard,Incident,Portal,Closed,Urgent,Emeka C.,Billing,2024-02-13 04:41:00,2024-02-13 08:41:00,4.0,False,5.0,bug,2024-02,Tuesday
TKT-0411,Cannot login to account,Problem,Social Media,Pending,Urgent,Fatima D.,Customer Success,2024-08-05 19:00:00,,,False,,billing,2024-08,Monday
TKT-0412,Request for account upgrade,Incident,Email,Pending,Low,Kelechi E.,Customer Success,2024-10-24 15:44:00,,,True,,login,2024-10,Thursday
TKT-0413,Slow loading dashboard,Feature Request,Chat,Closed,Low,Emeka C.,Billing,2025-04-07 10:34:00,2025-04-13 11:34:00,145.0,False,3.0,login,2025-04,Monday
TKT-0414,Account suspended incorrectly,Problem,Chat,Resolved,High,Kelechi E.,Technical Support,2024-12-21 19:47:00,2024-12-22 19:47:00,24.0,False,2.0,email,2024-12,Saturday
TKT-0415,API rate limit exceeded,Feature Request,Email,Resolved,Low,Oluwatosin A.,Billing,2024-09-05 02:08:00,2024-09-09 13:08:00,107.0,False,3.0,bug,2024-09,Thursday
TKT-0416,Password reset not received,Problem,Phone,Resolved,Medium,Kelechi E.,Billing,2024-12-03 14:23:00,2024-12-05 01:23:00,35.0,False,1.0,report,2024-12,Tuesday
TKT-0417,Cannot login to account,Feature Request,Email,Pending,Urgent,Oluwatosin A.,Billing,2025-01-20 13:49:00,,,False,,report,2025-01,Monday
TKT-0418,Data export failing,Incident,Email,Pending,Urgent,Emeka C.,IT Helpdesk,2024-07-23 15:19:00,,,True,,upgrade,2024-07,Tuesday
TKT-0419,Password reset not received,Feature Request,Chat,Open,Low,Oluwatosin A.,Customer Success,2024-12-13 10:33:00,,,False,,upgrade,2024-12,Friday
TKT-0420,Feature not available on plan,Problem,Email,Pending,Medium,Oluwatosin A.,IT Helpdesk,2024-08-24 21:47:00,,,True,,billing,2024-08,Saturday
TKT-0421,Cannot login to account,Problem,Email,Resolved,Urgent,Kelechi E.,Billing,2024-09-25 03:43:00,2024-09-25 05:43:00,2.0,False,1.0,billing,2024-09,Wednesday
TKT-0422,Email notifications not working,Incident,Email,Closed,Medium,Fatima D.,Customer Success,2024-12-28 03:05:00,2024-12-30 23:05:00,68.0,False,3.0,upgrade,2024-12,Saturday
TKT-0423,Slow loading dashboard,Feature Request,Email,Resolved,High,Emeka C.,Customer Success,2024-12-20 21:49:00,2024-12-21 03:49:00,6.0,False,4.0,bug,2024-12,Friday
TKT-0424,Data export failing,Incident,Phone,Closed,Medium,Kelechi E.,Technical Support,2024-08-13 02:31:00,2024-08-15 09:31:00,55.0,False,2.0,report,2024-08,Tuesday
TKT-0425,Cannot login to account,Incident,Phone,Open,Low,Oluwatosin A.,Technical Support,2025-01-01 08:06:00,,,False,,upgrade,2025-01,Wednesday
TKT-0426,Slow loading dashboard,Incident,Email,Closed,High,Kelechi E.,Billing,2024-05-16 04:44:00,2024-05-17 00:44:00,20.0,False,4.0,login,2024-05,Thursday
TKT-0427,Cannot login to account,Problem,Chat,Open,Urgent,Kelechi E.,Customer Success,2024-07-15 22:52:00,,,False,,billing,2024-07,Monday
TKT-0428,Email notifications not working,Incident,Email,Pending,High,Emeka C.,IT Helpdesk,2025-03-06 14:48:00,,,True,,billing,2025-03,Thursday
TKT-0429,Integration not working,Incident,Email,Pending,Medium,Kelechi E.,Customer Success,2025-03-29 20:28:00,,,True,,report,2025-03,Saturday
TKT-0430,Billing charge incorrect,Question,Social Media,Resolved,Low,Fatima D.,Billing,2024-09-30 14:01:00,2024-10-03 19:01:00,77.0,False,4.0,mobile,2024-09,Monday
TKT-0431,Invoice not generated,Question,Email,Closed,Medium,Chisom B.,Technical Support,2025-04-18 02:02:00,2025-04-20 17:02:00,63.0,False,2.0,email,2025-04,Friday
TKT-0432,Billing charge incorrect,Question,Portal,Open,Medium,Emeka C.,IT Helpdesk,2025-02-24 03:29:00,,,True,,api,2025-02,Monday
TKT-0433,Billing charge incorrect,Problem,Chat,Resolved,Medium,Chisom B.,IT Helpdesk,2024-03-02 21:36:00,2024-03-05 10:36:00,61.0,False,3.0,bug,2024-03,Saturday
TKT-0434,Two factor authentication issue,Incident,Phone,Closed,Medium,Oluwatosin A.,IT Helpdesk,2024-12-22 11:35:00,2024-12-23 13:35:00,26.0,False,1.0,billing,2024-12,Sunday
TKT-0435,App crashing on mobile,Feature Request,Social Media,Resolved,Low,Fatima D.,IT Helpdesk,2024-01-04 00:11:00,2024-01-07 16:11:00,88.0,False,2.0,mobile,2024-01,Thursday
TKT-0436,Password reset not received,Incident,Email,Pending,Low,Kelechi E.,Billing,2025-04-25 05:39:00,,,False,,mobile,2025-04,Friday
TKT-0437,Cannot login to account,Question,Email,Pending,High,Chisom B.,IT Helpdesk,2024-03-01 16:06:00,,,False,,report,2024-03,Friday
TKT-0438,Password reset not received,Incident,Email,Open,Low,Oluwatosin A.,Technical Support,2024-03-31 05:42:00,,,False,,bug,2024-03,Sunday
TKT-0439,Slow loading dashboard,Question,Chat,Open,Low,Chisom B.,Technical Support,2024-03-21 00:31:00,,,False,,api,2024-03,Thursday
TKT-0440,Cannot login to account,Incident,Phone,Pending,Urgent,Chisom B.,IT Helpdesk,2024-04-26 03:15:00,,,False,,bug,2024-04,Friday
TKT-0441,Cannot login to account,Problem,Chat,Pending,Urgent,Chisom B.,Technical Support,2024-07-17 11:08:00,,,True,,report,2024-07,Wednesday
TKT-0442,Account suspended incorrectly,Question,Email,Pending,High,Fatima D.,IT Helpdesk,2024-08-22 13:10:00,,,True,,mobile,2024-08,Thursday
TKT-0443,Password reset not received,Incident,Social Media,Resolved,Urgent,Chisom B.,Billing,2024-10-29 15:53:00,2024-10-29 16:53:00,1.0,False,2.0,login,2024-10,Tuesday
TKT-0444,Integration not working,Incident,Phone,Open,Urgent,Oluwatosin A.,Technical Support,2024-08-01 01:02:00,,,True,,upgrade,2024-08,Thursday
TKT-0445,Feature not available on plan,Feature Request,Phone,Resolved,High,Fatima D.,Technical Support,2025-05-01 06:08:00,2025-05-02 06:08:00,24.0,False,4.0,report,2025-05,Thursday
TKT-0446,API rate limit exceeded,Problem,Portal,Pending,Urgent,Emeka C.,Technical Support,2024-08-25 04:55:00,,,True,,email,2024-08,Sunday
TKT-0447,Report download failing,Problem,Email,Open,Medium,Fatima D.,Customer Success,2024-08-06 08:44:00,,,False,,report,2024-08,Tuesday
TKT-0448,Password reset not received,Question,Social Media,Pending,High,Oluwatosin A.,IT Helpdesk,2024-11-12 01:23:00,,,True,,mobile,2024-11,Tuesday
TKT-0449,Email notifications not working,Problem,Email,Resolved,Medium,Emeka C.,Customer Success,2025-01-20 23:48:00,2025-01-23 07:48:00,56.0,False,4.0,report,2025-01,Monday
TKT-0450,Request for account upgrade,Incident,Email,Closed,Low,Oluwatosin A.,IT Helpdesk,2024-09-05 16:33:00,2024-09-10 15:33:00,119.0,False,1.0,bug,2024-09,Thursday
TKT-0451,Data export failing,Problem,Chat,Resolved,Medium,Fatima D.,Billing,2024-05-27 02:06:00,2024-05-29 09:06:00,55.0,False,2.0,report,2024-05,Monday
TKT-0452,Feature not available on plan,Feature Request,Portal,Resolved,Low,Kelechi E.,Customer Success,2024-06-26 13:28:00,2024-06-30 18:28:00,101.0,False,5.0,api,2024-06,Wednesday
TKT-0453,Two factor authentication issue,Feature Request,Phone,Closed,Urgent,Fatima D.,Customer Success,2024-09-05 18:42:00,2024-09-05 21:42:00,3.0,False,2.0,email,2024-09,Thursday
TKT-0454,Email notifications not working,Question,Phone,Resolved,High,Chisom B.,Billing,2025-01-29 01:09:00,2025-01-29 10:09:00,9.0,False,5.0,mobile,2025-01,Wednesday
TKT-0455,Invoice not generated,Problem,Chat,Closed,Medium,Emeka C.,Billing,2024-02-29 01:20:00,2024-03-01 12:20:00,35.0,False,5.0,api,2024-02,Thursday
TKT-0456,Report download failing,Feature Request,Phone,Open,High,Oluwatosin A.,Customer Success,2024-08-17 17:10:00,,,False,,email,2024-08,Saturday
TKT-0457,App crashing on mobile,Problem,Chat,Closed,Medium,Oluwatosin A.,IT Helpdesk,2024-08-30 09:48:00,2024-09-02 07:48:00,70.0,False,1.0,mobile,2024-08,Friday
TKT-0458,Request for account upgrade,Problem,Email,Open,High,Kelechi E.,IT Helpdesk,2024-08-16 11:05:00,,,False,,billing,2024-08,Friday
TKT-0459,Report download failing,Feature Request,Portal,Closed,Medium,Chisom B.,IT Helpdesk,2025-05-14 16:25:00,2025-05-17 06:25:00,62.0,False,1.0,api,2025-05,Wednesday
TKT-0460,Request for account upgrade,Incident,Portal,Resolved,High,Fatima D.,Customer Success,2024-07-16 11:00:00,2024-07-17 00:00:00,13.0,False,1.0,bug,2024-07,Tuesday
TKT-0461,Request for account upgrade,Feature Request,Portal,Closed,Urgent,Kelechi E.,Customer Success,2025-02-16 23:57:00,2025-02-17 01:57:00,2.0,False,2.0,billing,2025-02,Sunday
TKT-0462,App crashing on mobile,Incident,Social Media,Open,Urgent,Chisom B.,Billing,2025-04-22 18:48:00,,,False,,bug,2025-04,Tuesday
TKT-0463,Request for account upgrade,Problem,Email,Open,Urgent,Chisom B.,Customer Success,2025-03-02 12:18:00,,,False,,email,2025-03,Sunday
TKT-0464,Cannot login to account,Problem,Chat,Open,Urgent,Fatima D.,Technical Support,2025-05-04 20:53:00,,,True,,api,2025-05,Sunday
TKT-0465,Cannot login to account,Feature Request,Phone,Resolved,Urgent,Kelechi E.,Technical Support,2024-10-24 15:36:00,2024-10-24 19:36:00,4.0,False,5.0,bug,2024-10,Thursday
TKT-0466,Feature not available on plan,Feature Request,Email,Resolved,Medium,Emeka C.,Customer Success,2024-06-12 14:56:00,2024-06-14 07:56:00,41.0,False,4.0,billing,2024-06,Wednesday
TKT-0467,Email notifications not working,Feature Request,Email,Open,Medium,Kelechi E.,Customer Success,2024-09-20 06:49:00,,,False,,bug,2024-09,Friday
TKT-0468,Request for account upgrade,Question,Social Media,Resolved,High,Chisom B.,Billing,2024-01-07 04:33:00,2024-01-07 21:33:00,17.0,False,1.0,billing,2024-01,Sunday
TKT-0469,Invoice not generated,Feature Request,Phone,Open,Low,Fatima D.,Customer Success,2024-08-01 14:58:00,,,False,,bug,2024-08,Thursday
TKT-0470,App crashing on mobile,Question,Phone,Pending,Low,Oluwatosin A.,IT Helpdesk,2024-12-29 09:01:00,,,False,,billing,2024-12,Sunday
TKT-0471,Account suspended incorrectly,Problem,Portal,Closed,Urgent,Oluwatosin A.,Customer Success,2024-02-09 00:49:00,2024-02-09 01:49:00,1.0,False,5.0,login,2024-02,Friday
TKT-0472,App crashing on mobile,Feature Request,Email,Open,Low,Oluwatosin A.,Billing,2024-02-03 09:42:00,,,True,,email,2024-02,Saturday
TKT-0473,API rate limit exceeded,Problem,Social Media,Pending,High,Chisom B.,Billing,2025-04-30 18:22:00,,,True,,email,2025-04,Wednesday
TKT-0474,Integration not working,Problem,Phone,Pending,Low,Emeka C.,IT Helpdesk,2024-03-28 17:00:00,,,True,,upgrade,2024-03,Thursday
TKT-0475,Integration not working,Feature Request,Chat,Open,Urgent,Kelechi E.,Technical Support,2024-04-19 16:14:00,,,True,,billing,2024-04,Friday
TKT-0476,Request for account upgrade,Incident,Chat,Resolved,Urgent,Fatima D.,Billing,2024-06-16 15:07:00,2024-06-16 19:07:00,4.0,False,4.0,billing,2024-06,Sunday
TKT-0477,Integration not working,Problem,Email,Pending,High,Chisom B.,IT Helpdesk,2025-04-03 15:43:00,,,False,,upgrade,2025-04,Thursday
TKT-0478,Billing charge incorrect,Question,Portal,Open,Medium,Fatima D.,Customer Success,2024-12-21 18:06:00,,,False,,email,2024-12,Saturday
TKT-0479,Two factor authentication issue,Incident,Email,Closed,High,Oluwatosin A.,Customer Success,2025-01-22 20:25:00,2025-01-23 15:25:00,19.0,False,2.0,report,2025-01,Wednesday
TKT-0480,App crashing on mobile,Incident,Social Media,Open,Medium,Emeka C.,Billing,2024-09-11 07:40:00,,,True,,email,2024-09,Wednesday
TKT-0481,Integration not working,Feature Request,Social Media,Closed,Low,Emeka C.,Technical Support,2024-11-14 19:06:00,2024-11-21 07:06:00,156.0,False,4.0,login,2024-11,Thursday
TKT-0482,App crashing on mobile,Feature Request,Phone,Resolved,Urgent,Fatima D.,IT Helpdesk,2024-08-08 03:24:00,2024-08-08 07:24:00,4.0,False,1.0,bug,2024-08,Thursday
TKT-0483,Integration not working,Question,Social Media,Open,Urgent,Oluwatosin A.,IT Helpdesk,2024-06-08 22:24:00,,,False,,email,2024-06,Saturday
TKT-0484,App crashing on mobile,Feature Request,Chat,Resolved,High,Kelechi E.,Technical Support,2024-09-10 18:24:00,2024-09-10 23:24:00,5.0,False,1.0,api,2024-09,Tuesday
TKT-0485,Request for account upgrade,Question,Chat,Resolved,High,Kelechi E.,Technical Support,2024-07-13 03:27:00,2024-07-13 18:27:00,15.0,False,2.0,billing,2024-07,Saturday
TKT-0486,Feature not available on plan,Incident,Social Media,Pending,High,Kelechi E.,IT Helpdesk,2025-03-20 09:07:00,,,False,,email,2025-03,Thursday
TKT-0487,Billing charge incorrect,Incident,Email,Resolved,Low,Chisom B.,Customer Success,2024-01-11 22:30:00,2024-01-16 15:30:00,113.0,False,5.0,report,2024-01,Thursday
